TeamID,"Team Name","ottoneu ID","FG MajorLeagueID","FG MinorLeagueID",Name,"MLB Team",Position(s),Salary
997,"Tabula Rasa 🪨",21015,17995,sa828873,"Logan Webb",SFG,SP,$31
997,"Tabula Rasa 🪨",23767,19612,sa917949,"Bo Bichette",NYM,SS,$25
997,"Tabula Rasa 🪨",39277,28806,sa3015704,"Jackson Chourio",MIL,OF,$22
997,"Tabula Rasa 🪨",37201,25880,sa3010571,"Hunter Brown",HOU,SP,$19
997,"Tabula Rasa 🪨",41042,30279,sa3018290,"Bryan Woo",SEA,SP,$18
997,"Tabula Rasa 🪨",40142,29490,sa3016829,"Jackson Merrill",SDP,OF,$13
997,"Tabula Rasa 🪨",42719,31872,sa3020860,"Cade Horton",CHC,SP,$9
997,"Tabula Rasa 🪨",39288,28824,sa3015716,"Samuel Basallo",BAL,C/1B,$7
997,"Tabula Rasa 🪨",45790,35456,sa3045705,"Trey Yesavage",TOR,SP/RP,$7
997,"Tabula Rasa 🪨",22004,18036,sa857694,"Jake Cronenworth",SDP,1B/2B/SS,$6
997,"Tabula Rasa 🪨",42279,31695,sa3019983,"Dylan Beavers",BAL,OF,$6
997,"Tabula Rasa 🪨",20989,17722,sa828803,"Trevor Megill",MIL,RP,$6
997,"Tabula Rasa 🪨",42176,32127,sa3021053,"Chase DeLauter",CLE,OF,$6
997,"Tabula Rasa 🪨",35566,21455,sa3008128,"Kris Bubic",KCR,SP,$5
997,"Tabula Rasa 🪨",45947,,sa3025452,"Carson Benge","NYM ST",OF,$5
997,"Tabula Rasa 🪨",42193,31382,sa3019892,"Dalton Rushing",LAD,C,$4
997,"Tabula Rasa 🪨",44348,33704,sa3023068,"C.J. Kayfus",CLE,1B/OF,$4
997,"Tabula Rasa 🪨",44487,,sa3023268,"Thomas White","MIA ST",SP,$4
997,"Tabula Rasa 🪨",38456,,sa3014693,"Emmanuel Rodriguez","MIN ST",OF,$4
997,"Tabula Rasa 🪨",37531,26294,sa3011443,"Bryson Stott",PHI,2B/SS,$3
997,"Tabula Rasa 🪨",44703,,sa3023635,"Jaxon Wiggins","CHC ST",SP,$3
997,"Tabula Rasa 🪨",42582,31680,sa3020459,"Cole Young",SEA,2B/SS,$3
997,"Tabula Rasa 🪨",23672,20039,sa969093,"Adrian Morejon",SDP,RP,$3
997,"Tabula Rasa 🪨",37480,26151,sa1115829,"Kyle Stowers",MIA,OF,$3
997,"Tabula Rasa 🪨",35181,24729,sa3007519,"Logan O'Hoppe",LAA,C,$2
997,"Tabula Rasa 🪨",35300,23789,sa3007742,"Blaze Alexander",BAL,2B/3B,$2
997,"Tabula Rasa 🪨",23720,15878,sa659185,"Miguel Andujar",SDP,3B/OF,$1
997,"Tabula Rasa 🪨",38307,27474,sa3014430,"Max Meyer",MIA,SP,$1
997,"Tabula Rasa 🪨",23808,19892,sa829595,"Pavin Smith",ARI,1B,$1
997,"Tabula Rasa 🪨",23809,22275,sa915698,"Jake Burger",TEX,1B,$1
997,"Tabula Rasa 🪨",27723,11861,sa548332,"Jason Adam",SDP,RP,$1
997,"Tabula Rasa 🪨",31623,19260,sa857756,"Jake Fraley",TBR,OF,$1
997,"Tabula Rasa 🪨",33679,19899,sa3007582,"Clarke Schmidt",NYY,SP,$1
997,"Tabula Rasa 🪨",34396,24017,sa3006373,"Jose A. Ferrer",SEA,RP,$1
997,"Tabula Rasa 🪨",40284,29592,sa3017019,"Connor Norby",MIA,3B,$1
997,"Tabula Rasa 🪨",40181,29514,sa3016863,"River Ryan",LAD,RP,$1
997,"Tabula Rasa 🪨",35928,21626,sa876060,"Griffin Conine",MIA,OF,$1
997,"Tabula Rasa 🪨",18375,16944,sa828669,"Grant Holmes",ATL,SP,$1
1006,"Duck Sauce 🦆🍜",23717,20123,sa906282,"Juan Soto",NYM,OF,$78
1006,"Duck Sauce 🦆🍜",14893,11477,sa548190,"Christian Yelich",MIL,OF,$27
1006,"Duck Sauce 🦆🍜",14393,10603,sa392121,"Chris Sale",ATL,SP,$25
1006,"Duck Sauce 🦆🍜",38312,27463,,"Garrett Crochet",BOS,SP,$20
1006,"Duck Sauce 🦆🍜",40862,31757,sa3017934,"Mason Miller",SDP,RP,$18
1006,"Duck Sauce 🦆🍜",39108,28163,sa3015532,"Junior Caminero",TBR,3B,$17
1006,"Duck Sauce 🦆🍜",18397,16556,sa830219,"Ozzie Albies",ATL,2B,$15
1006,"Duck Sauce 🦆🍜",37094,27676,sa1115762,"Vinnie Pasquantino",KCR,1B,$13
1006,"Duck Sauce 🦆🍜",26198,22799,sa3003290,"Geraldo Perdomo",ARI,SS,$13
1006,"Duck Sauce 🦆🍜",38398,27815,sa3014499,"Jordan Westburg",BAL,2B/3B,$11
1006,"Duck Sauce 🦆🍜",19398,15454,sa737889,"Nick Pivetta",SDP,SP,$11
1006,"Duck Sauce 🦆🍜",44515,33666,sa3023308,"Connelly Early",BOS,SP/RP,$10
1006,"Duck Sauce 🦆🍜",34817,24598,sa3006910,"Addison Barger",TOR,3B/OF,$8
1006,"Duck Sauce 🦆🍜",38754,27867,sa3015086,"Cade Smith",CLE,RP,$8
1006,"Duck Sauce 🦆🍜",26099,20599,sa3003191,"Ivan Herrera",STL,C,$7
1006,"Duck Sauce 🦆🍜",44336,33703,sa3023053,"Nolan McLean",NYM,SP,$6
1006,"Duck Sauce 🦆🍜",44308,33644,sa3023011,"Kristian Campbell",BOS,1B/2B/OF,$5
1006,"Duck Sauce 🦆🍜",38368,27615,sa3014466,"Alec Burleson",STL,1B/OF,$5
1006,"Duck Sauce 🦆🍜",42653,31827,sa3020570,"Zebby Matthews",MIN,SP,$5
1006,"Duck Sauce 🦆🍜",45064,,sa3024108,"Jesus Made","MIL ST",SS,$5
1006,"Duck Sauce 🦆🍜",36669,25816,sa3010329,"Shea Langeliers",ATH,C,$5
1006,"Duck Sauce 🦆🍜",42723,31838,,"Kodai Senga",NYM,SP,$5
1006,"Duck Sauce 🦆🍜",23814,19427,sa873698,"Shane Bieber",TOR,SP,$5
1006,"Duck Sauce 🦆🍜",41865,,sa3019390,"Carlos Lagrange","NYY ST",SP,$4
1006,"Duck Sauce 🦆🍜",31951,19569,sa915715,"David Bednar",NYY,RP,$4
1006,"Duck Sauce 🦆🍜",45769,,sa3065496,"Konnor Griffin","PIT ST",SS,$4
1006,"Duck Sauce 🦆🍜",43841,32157,sa3022324,"Jonah Tong",NYM,SP,$4
1006,"Duck Sauce 🦆🍜",44539,,sa3023363,"Leo De Vries","ATH ST",SS,$3
1006,"Duck Sauce 🦆🍜",44223,,sa3022895,"Kevin McGonigle","DET ST",SS,$3
1006,"Duck Sauce 🦆🍜",45018,,sa3023987,"Rainiel Rodriguez","STL ST",C,$3
1006,"Duck Sauce 🦆🍜",45789,,sa3025261,"Ryan Waldschmidt","ARI ST",OF,$3
1006,"Duck Sauce 🦆🍜",36539,26944,sa3009613,"Edgardo Henriquez",LAD,RP,$3
1006,"Duck Sauce 🦆🍜",23818,19574,sa917955,"JoJo Romero",STL,RP,$3
1006,"Duck Sauce 🦆🍜",38328,27468,sa3014425,"Reid Detmers",LAA,RP,$3
1006,"Duck Sauce 🦆🍜",38378,28312,sa3014479,"Coby Mayo",BAL,1B,$3
1006,"Duck Sauce 🦆🍜",18547,18564,sa874246,"Trent Grisham",NYY,OF,$3
1006,"Duck Sauce 🦆🍜",42175,,sa3020134,"Jett Williams","MIL ST",2B/SS/OF,$3
1006,"Duck Sauce 🦆🍜",42358,31505,sa3020130,"Sal Stewart",CIN,1B/3B,$3
1006,"Duck Sauce 🦆🍜",38397,29608,sa3014498,"Joe Boyle",TBR,SP,$1
1006,"Duck Sauce 🦆🍜",44015,,sa3022562,"Kemp Alderman","MIA ST",OF,$1
1028,"Grumble Grumble",18386,14344,sa657863,"Matt Olson",ATL,1B,$38
1028,"Grumble Grumble",18460,13543,sa597786,"Blake Snell",LAD,SP,$33
1028,"Grumble Grumble",22674,18360,sa874756,"Austin Riley",ATL,3B,$26
1028,"Grumble Grumble",33647,21483,sa3008547,"Shane McClanahan","TBR ST",SP/RP,$26
1028,"Grumble Grumble",45716,35110,sa3025385,"Nick Kurtz",ATH,1B,$24
1028,"Grumble Grumble",33654,21534,sa3008377,"Cal Raleigh",SEA,C,$24
1028,"Grumble Grumble",21052,18525,sa829000,"Dylan Cease",TOR,SP,$22
1028,"Grumble Grumble",19268,15816,sa737560,"Devin Williams",NYM,RP,$18
1028,"Grumble Grumble",36922,25768,sa3010152,"CJ Abrams",WSN,SS,$15
1028,"Grumble Grumble",42126,31781,sa3020241,"Jackson Holliday",BAL,2B/SS,$14
1028,"Grumble Grumble",18391,14212,sa658473,"Josh Hader",HOU,RP,$13
1028,"Grumble Grumble",23794,22264,sa3004765,"Shane Baz",BAL,SP,$12
1028,"Grumble Grumble",35824,24610,sa3008536,"Steven Kwan",CLE,OF,$12
1028,"Grumble Grumble",20435,17998,sa827454,"Pete Fairbanks",MIA,RP,$11
1028,"Grumble Grumble",23792,20220,sa3004837,"Jo Adell",LAA,OF,$11
1028,"Grumble Grumble",33645,22266,sa3007018,"Xavier Edwards",MIA,2B/SS,$9
1028,"Grumble Grumble",31438,20253,sa738570,"Griffin Jax",TBR,RP,$7
1028,"Grumble Grumble",23779,19291,sa857550,"Zac Gallen",ARI,SP,$7
1028,"Grumble Grumble",40266,30038,sa3017795,"Carson Williams",TBR,SS,$7
1028,"Grumble Grumble",45709,,sa3025129,"Travis Bazzana","CLE ST",2B,$6
1028,"Grumble Grumble",33619,21523,sa3008178,"Jonathan India",KCR,2B/3B/OF,$6
1028,"Grumble Grumble",18493,17282,sa828680,"Michael Kopech",FA,RP,$5
1028,"Grumble Grumble",18619,15009,sa708446,"Kyle Finnegan",DET,RP,$5
1028,"Grumble Grumble",38366,27475,sa3014464,"Jordan Walker",STL,OF,$5
1028,"Grumble Grumble",19394,14771,sa737885,"Emilio Pagan",CIN,RP,$5
1028,"Grumble Grumble",23639,19956,sa917920,"Mickey Moniak",COL,OF,$4
1028,"Grumble Grumble",23813,19361,sa873673,"Corbin Burnes",ARI,SP,$4
1028,"Grumble Grumble",42416,31912,sa3020219,"Chandler Simpson",TBR,OF,$4
1028,"Grumble Grumble",33620,25377,sa3008613,"Brady Singer",CIN,SP,$3
1028,"Grumble Grumble",40298,29622,sa3017047,"Sal Frelick",MIL,OF,$3
1028,"Grumble Grumble",42621,,sa3020498,"Xavier Isaac","TBR ST",Util,$2
1028,"Grumble Grumble",18380,16918,sa599729,"Luke Weaver",NYM,RP,$2
1028,"Grumble Grumble",14864,11739,sa548255,"J.T. Realmuto",PHI,C,$1
1028,"Grumble Grumble",36683,27647,sa3010868,"Anthony Volpe",NYY,SS,$1
1028,"Grumble Grumble",35367,22543,sa3007839,"Taj Bradley",MIN,SP,$1
1028,"Grumble Grumble",18516,18363,sa828409,"Victor Robles",SEA,OF,$1
1028,"Grumble Grumble",22616,17929,sa873639,"Cedric Mullins",TBR,OF,$1
1028,"Grumble Grumble",23660,19343,sa738675,"A.J. Puk",ARI,RP,$1
1028,"Grumble Grumble",23144,17677,sa876019,"Jeffrey Springs",ATH,SP,$1
1028,"Grumble Grumble",6175,9073,sa505235,"Kirby Yates",LAA,RP,$1
1042,"McAuliffe Numbers",23795,19556,sa943524,"Yordan Alvarez",HOU,OF,$58
1042,"McAuliffe Numbers",14982,11579,sa548033,"Bryce Harper",PHI,1B,$47
1042,"McAuliffe Numbers",18368,16252,sa599179,"Trea Turner",PHI,SS,$32
1042,"McAuliffe Numbers",14934,11493,sa548155,"Manny Machado",SDP,3B,$31
1042,"McAuliffe Numbers",5918,5417,sa455591,"Jose Altuve",HOU,2B/OF,$22
1042,"McAuliffe Numbers",23654,19197,sa873265,"Will Smith",LAD,C,$21
1042,"McAuliffe Numbers",40188,29518,sa3016870,"James Wood",WSN,OF,$18
1042,"McAuliffe Numbers",37257,26288,sa3011643,"Adley Rutschman",BAL,C,$14
1042,"McAuliffe Numbers",42409,31812,sa3020211,"Roman Anthony",BOS,OF,$14
1042,"McAuliffe Numbers",18517,16578,sa823741,"Yandy Diaz",TBR,1B,$12
1042,"McAuliffe Numbers",27058,23772,sa3005082,"Wilyer Abreu",BOS,OF,$10
1042,"McAuliffe Numbers",18487,16997,sa830372,"Gleyber Torres",DET,2B,$10
1042,"McAuliffe Numbers",44524,33824,sa3012640,"Jung Hoo Lee",SFG,OF,$10
1042,"McAuliffe Numbers",45706,35333,sa3028086,"Chase Burns",CIN,SP/RP,$10
1042,"McAuliffe Numbers",35874,24586,sa3008605,"Kyle Bradish",BAL,SP,$9
1042,"McAuliffe Numbers",38559,27768,sa3014807,"Eury Perez",MIA,SP,$8
1042,"McAuliffe Numbers",38361,27863,sa3014459,"Jared Jones",PIT,RP,$7
1042,"McAuliffe Numbers",35922,25385,sa829799,"Drew Rasmussen",TBR,SP,$6
1042,"McAuliffe Numbers",43932,33189,sa3022430,"Nolan Schanuel",LAA,1B,$5
1042,"McAuliffe Numbers",46310,35466,sa3043900,"Payton Tolle",BOS,SP/RP,$5
1042,"McAuliffe Numbers",33548,20391,sa962605,"Luis García Jr.",WSN,2B,$5
1042,"McAuliffe Numbers",43893,,sa3022683,"Max Clark","DET ST",OF,$4
1042,"McAuliffe Numbers",21075,17586,sa829027,"Tanner Scott",LAD,RP,$4
1042,"McAuliffe Numbers",18415,16400,sa696415,"Reynaldo Lopez",ATL,RP,$3
1042,"McAuliffe Numbers",35602,25327,sa3008177,"Abner Uribe",MIL,RP,$3
1042,"McAuliffe Numbers",19520,17170,sa738213,"Gabe Speier",SEA,RP,$3
1042,"McAuliffe Numbers",42713,31665,sa3020653,"Alex Freeland",LAD,2B/SS/3B,$3
1042,"McAuliffe Numbers",47533,,sa3030545,"Liam Doyle","STL AA",SP,$3
1042,"McAuliffe Numbers",41342,,sa3018591,"Josue De Paula","LAD ST",OF,$2
1042,"McAuliffe Numbers",32966,21224,sa918555,"Bailey Ober",MIN,SP,$2
1042,"McAuliffe Numbers",44052,,sa3022609,"Aidan Miller","PHI ST",SS,$2
1042,"McAuliffe Numbers",35532,25007,sa3008070,"Alex Vesia",LAD,RP,$2
1042,"McAuliffe Numbers",27074,23590,sa3005122,"Ben Brown",CHC,SP/RP,$1
1042,"McAuliffe Numbers",37113,,sa1169792,"Ryan Ward","LAD ST",1B/OF,$1
1042,"McAuliffe Numbers",32871,19742,sa918438,"Anthony Bender",MIA,RP,$1
1042,"McAuliffe Numbers",40820,30076,sa3017869,"Landen Roupp",SFG,SP,$1
1042,"McAuliffe Numbers",33651,22514,sa3007634,"Triston Casas",BOS,1B,$1
1042,"McAuliffe Numbers",37797,26368,sa3011642,"JJ Bleday",CIN,OF,$1
1042,"McAuliffe Numbers",37674,26231,sa3011295,"Tyler Holton",DET,SP/RP,$1
1042,"McAuliffe Numbers",37202,27691,sa3010572,"Louis Varland",TOR,RP,$1
1042,"McAuliffe Numbers",43966,33322,sa3022615,"Matt Shaw",CHC,3B,$1
1058,"Seven Sneeze Army",18344,17350,sa828312,"Rafael Devers",SFG,1B,$45
1058,"Seven Sneeze Army",18276,13611,sa597889,"Mookie Betts",LAD,SS,$41
1058,"Seven Sneeze Army",18466,13613,sa597026,"Ketel Marte",ARI,2B,$40
1058,"Seven Sneeze Army",23859,19251,sa873981,"Pete Alonso",BAL,1B,$36
1058,"Seven Sneeze Army",22426,17295,sa873146,"Framber Valdez",DET,SP,$32
1058,"Seven Sneeze Army",43896,33333,sa3022654,"Wyatt Langford",TEX,OF,$23
1058,"Seven Sneeze Army",23601,14710,sa657938,"Edwin Diaz",LAD,RP,$20
1058,"Seven Sneeze Army",37295,25931,sa3010684,"Michael Harris II",ATL,OF,$18
1058,"Seven Sneeze Army",9335,9132,sa455169,"Nathan Eovaldi",TEX,SP,$14
1058,"Seven Sneeze Army",34619,24679,sa3006675,"Brendan Donovan",SEA,2B/SS/OF,$13
1058,"Seven Sneeze Army",38327,27769,sa3014458,"Pete Crow-Armstrong",CHC,OF,$12
1058,"Seven Sneeze Army",18124,12856,sa526414,"George Springer",TOR,OF,$10
1058,"Seven Sneeze Army",23810,22201,sa3005068,"MacKenzie Gore",TEX,SP,$10
1058,"Seven Sneeze Army",37427,26121,sa3010862,"Francisco Alvarez",NYM,C,$9
1058,"Seven Sneeze Army",23693,16162,sa597893,"Brandon Woodruff",MIL,SP,$8
1058,"Seven Sneeze Army",5644,10233,sa523977,"Aroldis Chapman",BOS,RP,$8
1058,"Seven Sneeze Army",13217,13152,sa548087,"Jorge Polanco",NYM,2B/3B,$7
1058,"Seven Sneeze Army",33670,23796,sa3008436,"Ryan Weathers",NYY,SP,$6
1058,"Seven Sneeze Army",20545,18568,sa828153,"Luis Arraez",SFG,1B/2B,$6
1058,"Seven Sneeze Army",26882,22532,sa3004755,"Tyler Freeman",COL,2B/OF,$5
1058,"Seven Sneeze Army",33907,24262,sa3005581,"Ceddanne Rafaela",BOS,2B/OF,$3
1058,"Seven Sneeze Army",42428,,sa3020240,"Justin Crawford","PHI ST",OF,$3
1058,"Seven Sneeze Army",30196,19249,sa657573,"Seranthony Dominguez",CHW,RP,$3
1058,"Seven Sneeze Army",17763,11156,sa552177,"Merrill Kelly",ARI,SP,$3
1058,"Seven Sneeze Army",34601,21454,sa3006649,"Lars Nootbaar",STL,OF,$3
1058,"Seven Sneeze Army",42354,,sa3020126,"Ryan Clifford","NYM ST",1B/OF,$2
1058,"Seven Sneeze Army",14914,11737,sa548164,"Nick Castellanos",SDP,OF,$1
1058,"Seven Sneeze Army",10429,12095,sa506959,"Yimi Garcia",TOR,RP,$1
1058,"Seven Sneeze Army",22654,17988,sa874242,"Tyler Stephenson",CIN,C,$1
1058,"Seven Sneeze Army",32051,21992,sa916835,"Camilo Doval",NYY,RP,$1
1058,"Seven Sneeze Army",27995,12828,sa577676,"Andrew Kittredge",BAL,RP,$1
1058,"Seven Sneeze Army",18328,15112,sa737539,"Ryan McMahon",NYY,3B,$1
1058,"Seven Sneeze Army",18357,16149,sa599230,"Aaron Nola",PHI,SP,$1
1058,"Seven Sneeze Army",23723,21844,sa917923,"Braxton Garrett",MIA,RP,$1
1058,"Seven Sneeze Army",20936,17594,sa828700,"Mitch Keller",PIT,SP,$1
1058,"Seven Sneeze Army",21961,17920,sa856266,"Cody Ponce",TOR,RP,$1
1058,"Seven Sneeze Army",22809,18064,sa875251,"Phil Maton",CHC,RP,$1
1058,"Seven Sneeze Army",23679,18655,sa659284,"A.J. Minter",NYM,RP,$1
